"ICD","Description","ICA","LGPS","RF","Lasso"
"O244","Diabetes mellitus, während der Schwangerschaft auftretend",1324,1337,2836,1838
"O269","Mit der Schwangerschaft verbundener Zustand, nicht näher bezeichnet",1324,1337,3048,1838
"O363","Betreuung der Mutter wegen Anzeichen für fetale Hypoxie",1324,1337,1406,1838
"O411","Infektion der Fruchtblase und der Eihäute",1324,1337,2669,1838
"O471","Frustrane Kontraktionen ab 37 oder mehr vollendeten Schwangerschaftswochen",1324,1337,1237,1838
"O620","Primäre Wehenschwäche",1324,1337,2478,1838
"O641","Geburtshindernis durch Beckenendlage",1324,1337,2863,1838
"O655","Geburtshindernis durch Anomalie der mütterlichen Beckenorgane",1324,1337,2891,1838
"O756","Protrahierte Geburt nach spontanem oder nicht näher bezeichnetem Blasensprung",1324,1337,2526,1838
"O871","Tiefe Venenthrombose im Wochenbett",1324,1337,3104,1838
"O882","Thromboembolie während der Gestationsperiode",1324,1337,2748,1838
"O903","Kardiomyopathie im Wochenbett",1324,1337,2914,1838
"O990","Anämie, die Schwangerschaft, Geburt und Wochenbett kompliziert",1324,1337,2762,1838
"O993","Psychische Krankheiten sowie Krankheiten des Nervensystems, die Schwangerschaft, Geburt und Wochenbett komplizieren",1324,1337,2753,1838
"O996","Krankheiten des Verdauungssystems, die Schwangerschaft, Geburt und Wochenbett komplizieren",1324,1337,965,1838
"O997","Krankheiten der Haut und des Unterhautgewebes, die Schwangerschaft, Geburt und Wochenbett komplizieren",1324,1337,2592,1838
"O998","Sonstige näher bezeichnete Krankheiten und Zustände, die Schwangerschaft, Geburt und Wochenbett komplizieren",1324,1337,1481,1838
"P071","Neugeborenes mit sonstigem niedrigem Geburtsgewicht",1324,1337,2706,1838
"P073","Sonstige vor dem Termin Geborene",1324,1337,1061,1838
"P081","Sonstige für das Gestationsalter zu schwere Neugeborene",1324,1337,1152,1838
"P082","Nach dem Termin Geborenes, nicht zu schwer für das Gestationsalter",1324,1337,1461,1838
"P288","Sonstige näher bezeichnete Störungen der Atmung beim Neugeborenen",1324,1337,3042,1838
"P922","Trinkunlust beim Neugeborenen",1324,1337,2784,1838
"Q142","Angeborene Fehlbildung der Papille",1324,1337,1230,1838
"Q181","Präaurikuläre(r) Sinus und Zyste",1324,1337,2790,1838
"Q222","Angeborene Pulmonalklappeninsuffizienz",1324,1337,1254,1838
"Q231","Angeborene Aortenklappeninsuffizienz",1324,1337,2864,1838
"Q245","Fehlbildung der Koronargefäße",1324,1337,963,1838
"Q253","Stenose der Aorta (angeboren)",1324,1337,1026,1838
"Q254","Sonstige angeborene Fehlbildungen der Aorta",1324,1337,3040,1838
"Q274","Angeborene Phlebektasie",1324,1337,1141,1838
"Q279","Angeborene Fehlbildung des peripheren Gefäßsystems, nicht näher bezeichnet",1324,1337,1368,1838
"Q282","Arteriovenöse Fehlbildung der zerebralen Gefäße",1324,1337,2837,1838
"Q433","Angeborene Fehlbildungen, die die Darmfixation betreffen",1324,1337,1299,1838
"Q446","Zystische Leberkrankheit [Zystenleber]",1324,1337,2872,1838
"Q504","Embryonale Zyste der Tuba uterina",1324,1337,2668,1838
"Q632","Ektope Niere",1324,1337,1204,1838
"Q654","Angeborene Subluxation des Hüftgelenkes, beidseitig",1324,1337,2909,1838
"Q658","Sonstige angeborene Deformitäten der Hüfte",1324,1337,2957,1838
"Q798","Sonstige angeborene Fehlbildungen des Muskel-Skelett-Systems",1324,1337,2710,1838
"Q969","Turner-Syndrom, nicht näher bezeichnet",1324,1337,2702,1838
"R12","Sodbrennen",1324,1337,2712,1838
"R14","Flatulenz und verwandte Zustände",1324,1337,2475,1838
"R194","Veränderungen der Stuhlgewohnheiten",1324,1337,3255,1838
"R200","Anästhesie der Haut",1324,1337,1122,1838
"R222","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut am Rumpf",1324,1337,1214,1838
"R223","Lokalisierte Schwellung, Raumforderung und Knoten der Haut und der Unterhaut an den oberen Extremitäten",1324,1337,2727,1838
"R251","Tremor, nicht näher bezeichnet",1324,1337,1415,1838
"R253","Faszikulation",1324,1337,1213,1838
"R270","Ataxie, nicht näher bezeichnet",1324,1337,1195,1838
"R278","Sonstige und nicht näher bezeichnete Koordinationsstörungen",1324,1337,2608,1838
"R292","Abnorme Reflexe",1324,1337,1389,1838
"R293","Abnorme Körperhaltung",1324,1337,1165,1838
"R392","Extrarenale Urämie",1324,1337,888,1838
"R411","Anterograde Amnesie",1324,1337,2596,1838
"R442","Sonstige Halluzinationen",1324,1337,2731,1838
"R464","Verlangsamung und herabgesetztes Reaktionsvermögen",1324,1337,1211,1838
"R481","Agnosie",1324,1337,2481,1838
"R482","Apraxie",1324,1337,942,1838
"R502","Medikamenten-induziertes Fieber [Drug fever]",1324,1337,1219,1838
"R609","Ödem, nicht näher bezeichnet",1324,1337,1399,1838
"R610","Hyperhidrose, umschrieben",1324,1337,1333,1838
"R688","Sonstige näher bezeichnete Allgemeinsymptome",1324,1337,819,1838
"R72","Veränderung der Leukozyten, anderenorts nicht klassifiziert",1324,1337,2615,1838
"R730","Abnormer Glukosetoleranztest",1324,1337,3019,1838
"R760","Erhöhter Antikörpertiter",1324,1337,3038,1838
"R898","Abnorme Befunde in Untersuchungsmaterialien aus anderen Körperorganen, -systemen und -geweben: Sonstige abnorme Befunde",1324,1337,1136,1838
"R931","Abnorme Befunde bei der bildgebenden Diagnostik des Herzens und des Koronarkreislaufes",1324,1337,2783,1838
"R933","Abnorme Befunde bei der bildgebenden Diagnostik sonstiger Teile des Verdauungstraktes",1324,1337,2544,1838
"S001","Prellung des Augenlides und der Periokularregion",1324,1337,1467,1838
"S003","Oberflächliche Verletzung der Nase",1324,1337,2683,1838
"S004","Oberflächliche Verletzung des Ohres",1324,1337,2900,1838
"S017","Multiple offene Wunden des Kopfes",1324,1337,1268,1838
"S027","Multiple Frakturen der Schädel- und Gesichtsschädelknochen",1324,1337,3086,1838
"S028","Frakturen sonstiger Schädel- und Gesichtsschädelknochen",1324,1337,2531,1838
"S056","Penetrierende Wunde des Augapfels ohne Fremdkörper",1324,1337,2561,1838
"S091","Verletzung von Muskeln und Sehnen des Kopfes",1324,1337,2919,1838
"S092","Traumatische Trommelfellruptur",1324,1337,3098,1838
"S099","Nicht näher bezeichnete Verletzung des Kopfes",1324,1337,2768,1838
"S211","Offene Wunde der vorderen Thoraxwand",1324,1337,1352,1838
"S217","Multiple offene Wunden der Thoraxwand",1324,1337,2636,1838
"S221","Multiple Frakturen der Brustwirbelsäule",1324,1337,2845,1838
"S233","Verstauchung und Zerrung der Brustwirbelsäule",1324,1337,2595,1838
"S241","Sonstige und nicht näher bezeichnete Verletzungen des thorakalen Rückenmarkes",1324,1337,1066,1838
"S310","Offene Wunde der Lumbosakralgegend und des Beckens",1324,1337,1470,1838
"S323","Fraktur des Os ilium",1324,1337,2613,1838
"S363","Verletzung des Magens",1324,1337,1392,1838
"S370","Verletzung der Niere",1324,1337,2743,1838
"S372","Verletzung der Harnblase",1324,1337,2813,1838
"S565","Verletzung von sonstigen Streckmuskeln und -sehnen in Höhe des Unterarmes",1324,1337,2643,1838
"S600","Prellung eines oder mehrerer Finger ohne Schädigung des Nagels",1324,1337,2514,1838
"S602","Prellung sonstiger Teile des Handgelenkes und der Hand",1324,1337,1277,1838
"S618","Offene Wunde sonstiger Teile des Handgelenkes und der Hand",1324,1337,1459,1838
"S620","Fraktur des Os scaphoideum der Hand",1324,1337,1348,1838
"S635","Verstauchung und Zerrung des Handgelenkes",1324,1337,1290,1838
"S710","Offene Wunde der Hüfte",1324,1337,2546,1838
"S711","Offene Wunde des Oberschenkels",1324,1337,1408,1838
"S727","Multiple Frakturen des Femurs",1324,1337,1030,1838
"S817","Multiple offene Wunden des Unterschenkels",1324,1337,2588,1838
"S831","Luxation des Kniegelenkes",1324,1337,3412,1838
"S861","Verletzung sonstiger Muskeln und Sehnen der posterioren Muskelgruppe in Höhe des Unterschenkels",1324,1337,1077,1838
"S869","Verletzung eines nicht näher bezeichneten Muskels oder einer nicht näher bezeichneten Sehne in Höhe des Unterschenkels",1324,1337,1449,1838
"S898","Sonstige näher bezeichnete Verletzungen des Unterschenkels",1324,1337,1341,1838
"S913","Offene Wunde sonstiger Teile des Fußes",1324,1337,2541,1838
"S924","Fraktur der Großzehe",1324,1337,2992,1838
"T003","Oberflächliche Verletzungen mit Beteiligung mehrerer Regionen der unteren Extremität(en)",1324,1337,2716,1838
"T019","Multiple offene Wunden, nicht näher bezeichnet",1324,1337,1350,1838
"T130","Oberflächliche Verletzung der unteren Extremität, Höhe nicht näher bezeichnet",1324,1337,2571,1838
"T140","Oberflächliche Verletzung an einer nicht näher bezeichneten Körperregion",1324,1337,3331,1838
"T143","Luxation, Verstauchung und Zerrung an einer nicht näher bezeichneten Körperregion",1324,1337,3002,1838
"T173","Fremdkörper im Kehlkopf",1324,1337,2663,1838
"T188","Fremdkörper an sonstigen und mehreren Lokalisationen des Verdauungstraktes",1324,1337,3175,1838
"T286","Verätzung des Ösophagus",1324,1337,2568,1838
"T402","Vergiftung: Sonstige Opioide",1324,1337,2506,1838
"T403","Vergiftung: Methadon",1324,1337,1354,1838
"T435","Vergiftung: Sonstige und nicht näher bezeichnete Antipsychotika und Neuroleptika",1324,1337,2601,1838
"T598","Toxische Wirkung: Sonstige näher bezeichnete Gase, Dämpfe oder sonstiger näher bezeichneter Rauch",1324,1337,1265,1838
"T628","Toxische Wirkung: Sonstige näher bezeichnete schädliche Substanzen, die mit der Nahrung aufgenommen wurden",1324,1337,2789,1838
"T671","Hitzesynkope",1324,1337,2867,1838
"T754","Schäden durch elektrischen Strom",1324,1337,1398,1838
"T780","Anaphylaktischer Schock durch Nahrungsmittelunverträglichkeit",1324,1337,1181,1838
"T788","Sonstige unerwünschte Nebenwirkungen, anderenorts nicht klassifiziert",1324,1337,1383,1838
"T795","Traumatische Anurie",1324,1337,2936,1838
"T801","Gefäßkomplikationen nach Infusion, Transfusion oder Injektion zu therapeutischen Zwecken",1324,1337,3070,1838
"T811","Schock während oder als Folge eines Eingriffes, anderenorts nicht klassifiziert",1324,1337,2548,1838
"T819","Nicht näher bezeichnete Komplikation eines Eingriffes",1324,1337,1450,1838
"T822","Mechanische Komplikation durch Koronararterien-Bypass und Klappentransplantate",1324,1337,2848,1838
"T834","Mechanische Komplikation durch sonstige Prothesen, Implantate oder Transplantate im Genitaltrakt",1324,1337,2569,1838
"T839","Nicht näher bezeichnete Komplikation durch Prothese, Implantat oder Transplantat im Urogenitaltrakt",1324,1337,3308,1838
"T854","Mechanische Komplikation durch Mammaprothese oder -implantat",1324,1337,2476,1838
"T859","Nicht näher bezeichnete Komplikation durch interne Prothese, Implantat oder Transplantat",1324,1337,1356,1838
"T888","Sonstige näher bezeichnete Komplikationen bei chirurgischen Eingriffen und medizinischer Behandlung, anderenorts nicht klassifiziert",1324,1337,2824,1838
"T905","Folgen einer intrakraniellen Verletzung",1324,1337,2726,1838
"T925","Folgen einer Verletzung von Muskeln und Sehnen der oberen Extremität",1324,1337,1462,1838
"U520","Frührehabilitations-Barthel-Index: 31 und mehr Punkte",1324,1337,2677,1838
"Z017","Laboruntersuchung",1324,1337,3108,1838
"Z043","Untersuchung und Beobachtung nach anderem Unfall",1324,1337,2984,1838
"Z420","Nachbehandlung unter Anwendung plastischer Chirurgie des Kopfes oder des Halses",1324,1337,1052,1838
"Z458","Anpassung und Handhabung von sonstigen implantierten medizinischen Geräten",1324,1337,2963,1838
"Z468","Versorgen mit und Anpassen von sonstigen näher bezeichneten medizinischen Geräten oder Hilfsmitteln",1324,1337,906,1838
"Z859","Bösartige Neubildung in der Eigenanamnese, nicht näher bezeichnet",1324,1337,1325,1838
"Z907","Verlust eines oder mehrerer Genitalorgane",1324,1337,2538,1838
"Z924","Größerer operativer Eingriff in der Eigenanamnese, anderenorts nicht klassifiziert",1324,1337,2673,1838
"Z968","Vorhandensein von sonstigen näher bezeichneten funktionellen Implantaten",1324,1337,2733,1838
"C300","Bösartige Neubildung: Nasenhöhle",1586,1055.5,2941,1838
"C540","Bösartige Neubildung: Isthmus uteri",1586,1055.5,3225,1838
"H911","Presbyakusis",1586,1055.5,3237,1838
"C165","Bösartige Neubildung: Kleine Kurvatur des Magens, nicht näher bezeichnet",1592,1067,3145,1838
"C500","Bösartige Neubildung: Brustwarze und Warzenhof",1592,1067,2646,1838
"C720","Bösartige Neubildung: Rückenmark",1592,1067,1139,1838
"E848","Zystische Fibrose mit sonstigen Manifestationen",1592,1067,2876,1838
"M050","Felty-Syndrom",1592,1067,1278,1838
"M053","Seropositive chronische Polyarthritis mit Beteiligung sonstiger Organe und Organsysteme",1592,1067,2810,1838
"M331","Sonstige Dermatomyositis",1592,1067,992,1838
"S371","Verletzung des Harnleiters",1592,1067,1304,1838
"Z453","Anpassung und Handhabung eines implantierten Hörgerätes",1592,1067,3126,1838
"C158","Bösartige Neubildung: Ösophagus, mehrere Teilbereiche überlappend",1597.5,1051.5,3285,1838
"C37","Bösartige Neubildung des Thymus",1597.5,1051.5,1330,1838
"C211","Bösartige Neubildung: Analkanal",1599.5,2127.5,1071,1838
"F310","Bipolare affektive Störung, gegenwärtig hypomanische Episode",1599.5,2127.5,3297,1838
"A191","Akute Miliartuberkulose mehrerer Lokalisationen",1626,2127.5,1329,1838
"A812","Progressive multifokale Leukenzephalopathie",1626,2127.5,1250,1838
"C022","Bösartige Neubildung: Zungenunterfläche",1626,2127.5,2751,1838
"C050","Bösartige Neubildung: Harter Gaumen",1626,2127.5,1440,1838
"C052","Bösartige Neubildung: Uvula",1626,2127.5,2772,1838
"C140","Bösartige Neubildung: Pharynx, nicht näher bezeichnet",1626,2127.5,2624,1838
"C248","Bösartige Neubildung: Gallenwege, mehrere Teilbereiche überlappend",1626,2127.5,1316,1838
"C434","Bösartiges Melanom der behaarten Kopfhaut und des Halses",1626,2127.5,3110,1838
"C481","Bösartige Neubildung: Näher bezeichnete Teile des Peritoneums",1626,2127.5,2486,1838
"C620","Bösartige Neubildung: Dystoper Hoden",1626,2127.5,2956,1838
"C760","Bösartige Neubildung ungenau bezeichneter Lokalisationen: Kopf, Gesicht und Hals",1626,2127.5,2777,1838
"C835","Lymphoblastisches Lymphom",1626,2127.5,1058,1838
"D375","Neubildung unsicheren oder unbekannten Verhaltens: Rektum",1626,2127.5,1163,1838
"D599","Erworbene hämolytische Anämie, nicht näher bezeichnet",1626,2127.5,3388,1838
"D763","Sonstige Histiozytose-Syndrome",1626,2127.5,2978,1838
"D808","Sonstige Immundefekte mit vorherrschendem Antikörpermangel",1626,2127.5,1496,1838
"E133","Sonstiger näher bezeichneter Diabetes mellitus: Mit Augenkomplikationen",1626,2127.5,1437,1838
"E788","Sonstige Störungen des Lipoproteinstoffwechsels",1626,2127.5,3053,1838
"F155","Psychische und Verhaltensstörungen durch andere Stimulanzien, einschließlich Koffein: Psychotische Störung",1626,2127.5,2552,1838
"F600","Paranoide Persönlichkeitsstörung",1626,2127.5,2877,1838
"F985","Stottern [Stammeln]",1626,2127.5,2742,1838
"G001","Pneumokokkenmeningitis",1626,2127.5,2670,1838
"G603","Idiopathische progressive Neuropathie",1626,2127.5,2603,1838
"G950","Syringomyelie und Syringobulbie",1626,2127.5,2744,1838
"H260","Infantile, juvenile und präsenile Katarakt",1626,2127.5,3478,1838
"I511","Ruptur der Chordae tendineae, anderenorts nicht klassifiziert",1626,2127.5,2609,1838
"I602","Subarachnoidalblutung, von der A. communicans anterior ausgehend",1626,2127.5,983,1838
"I711","Aneurysma der Aorta thoracica, rupturiert",1626,2127.5,1446,1838
"I719","Aortenaneurysma nicht näher bezeichneter Lokalisation, ohne Angabe einer Ruptur",1626,2127.5,2802,1838
"I741","Embolie und Thrombose sonstiger und nicht näher bezeichneter Abschnitte der Aorta",1626,2127.5,1435,1838
"J218","Akute Bronchiolitis durch sonstige näher bezeichnete Erreger",1626,2127.5,1493,1838
"K072","Anomalien des Zahnbogenverhältnisses",1626,2127.5,2862,1838
"K284","Ulcus pepticum jejuni: Chronisch oder nicht näher bezeichnet, mit Blutung",1626,2127.5,2740,1838
"K287","Ulcus pepticum jejuni: Chronisch, ohne Blutung oder Perforation",1626,2127.5,2994,1838
"K766","Portale Hypertonie",1626,2127.5,2701,1838
"M348","Sonstige Formen der systemischen Sklerose",1626,2127.5,3077,1838
"M349","Systemische Sklerose, nicht näher bezeichnet",1626,2127.5,2532,1838
"M402","Sonstige und nicht näher bezeichnete Kyphose",1626,2127.5,1235,1838
"M799","Krankheit des Weichteilgewebes, nicht näher bezeichnet",1626,2127.5,823,1838
"M853","Ostitis condensans",1626,2127.5,3118,1838
"M966","Knochenfraktur nach Einsetzen eines orthopädischen Implantates, einer Gelenkprothese oder einer Knochenplatte",1626,2127.5,1212,1838
"N324","Harnblasenruptur, nichttraumatisch",1626,2127.5,3063,1838
"O211","Hyperemesis gravidarum mit Stoffwechselstörung",1626,2127.5,1488,1838
"O223","Tiefe Venenthrombose in der Schwangerschaft",1626,2127.5,2732,1838
"Q205","Diskordante atrioventrikuläre Verbindung",1626,2127.5,923,1838
"Q724","Longitudinaler Reduktionsdefekt des Femurs",1626,2127.5,3264,1838
"S431","Luxation des Akromioklavikulargelenkes",1626,2127.5,1221,1838
"S622","Fraktur des 1. Mittelhandknochens",1626,2127.5,2616,1838
"T233","Verbrennung 3. Grades des Handgelenkes und der Hand",1626,2127.5,2599,1838
"Z225","Keimträger der Virushepatitis",1626,2127.5,2659,1838
"Z905","Verlust der Niere(n)",1626,2127.5,2689,1838
"C138","Bösartige Neubildung: Hypopharynx, mehrere Teilbereiche überlappend",1652.5,2127.5,964,1838
"G932","Benigne intrakranielle Hypertension [Pseudotumor cerebri]",1652.5,2127.5,1130,1838
"A010","Typhus abdominalis",2141,2127.5,1984.5,1838
"A021","Salmonellensepsis",2141,2127.5,1984.5,1838
"A040","Darminfektion durch enteropathogene Escherichia coli",2141,2127.5,1984.5,1838
"A043","Darminfektion durch enterohämorrhagische Escherichia coli",2141,2127.5,1984.5,1838
"A082","Enteritis durch Adenoviren",2141,2127.5,1984.5,1838
"A083","Enteritis durch sonstige Viren",2141,2127.5,1984.5,1838
"A153","Lungentuberkulose, durch sonstige und nicht näher bezeichnete Untersuchungsverfahren gesichert",2141,2127.5,1984.5,1838
"A162","Lungentuberkulose ohne Angabe einer bakteriologischen, molekularbiologischen oder histologischen Sicherung",2141,2127.5,1984.5,1838
"A182","Tuberkulose peripherer Lymphknoten",2141,2127.5,1984.5,1838
"A280","Pasteurellose",2141,2127.5,1984.5,1838
"A310","Infektion der Lunge durch sonstige Mykobakterien",2141,2127.5,1984.5,1838
"A319","Infektion durch Mykobakterien, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"A429","Aktinomykose, nicht näher bezeichnet",2141,2127.5,1984.5,1838
"A492","Infektion durch Haemophilus influenzae nicht näher bezeichneter Lokalisation",2141,2127.5,1984.5,1838
