"ICD","Description","ICA","LGPS","RF","Lasso"
"C822","Follikuläres Lymphom Grad III, nicht näher bezeichnet",2186,2185,2031,1716
"C823","Follikuläres Lymphom Grad IIIa",2186,2185,2031,1716
"C824","Follikuläres Lymphom Grad IIIb",2186,2185,2031,1716
"C826","Kutanes Follikelzentrumslymphom",2186,2185,2031,1716
"C829","Follikuläres Lymphom, nicht näher bezeichnet",2186,2185,2031,1716
"C831","Mantelzell-Lymphom",2186,2185,2031,1716
"C835","Lymphoblastisches Lymphom",2186,2185,2031,1716
"C837","Burkitt-Lymphom",2186,2185,2031,1716
"C838","Sonstige nicht follikuläre Lymphome",2186,2185,2031,1716
"C840","Mycosis fungoides",2186,2185,2031,1716
"C841","Sézary-Syndrom",2186,2185,2031,1716
"C846","Anaplastisches großzelliges Lymphom, ALK-positiv",2186,2185,2031,1716
"C848","Kutanes T-Zell-Lymphom, nicht näher bezeichnet",2186,2185,2031,1716
"C849","Reifzelliges T/NK-Zell-Lymphom, nicht näher bezeichnet",2186,2185,2031,1716
"C852","Mediastinales (thymisches) großzelliges B-Zell-Lymphom",2186,2185,2031,1716
"C857","Sonstige näher bezeichnete Typen des Non-Hodgkin-Lymphoms",2186,2185,2031,1716
"C862","T-Zell-Lymphom vom Enteropathie-Typ",2186,2185,2031,1716
"C866","Primäre kutane CD30-positive T-Zell-Proliferationen",2186,2185,2031,1716
"C880","Makroglobulinämie Waldenström",2186,2185,2031,1716
"C882","Sonstige Schwerkettenkrankheit",2186,2185,2031,1716
"C884","Extranodales Marginalzonen-B-Zell-Lymphom des Mukosa-assoziierten lymphatischen Gewebes [MALT-Lymphom]",2186,2185,2031,1716
"C901","Plasmazellenleukämie",2186,2185,2031,1716
"C902","Extramedulläres Plasmozytom",2186,2185,2031,1716
"C914","Haarzellenleukämie",2186,2185,2031,1716
"C915","Adulte(s) T-Zell-Lymphom/Leukämie (HTLV-1-assoziiert)",2186,2185,2031,1716
"C919","Lymphatische Leukämie, nicht näher bezeichnet",2186,2185,2031,1716
"C920","Akute myeloblastische Leukämie [AML]",2186,2185,2031,1716
"C921","Chronische myeloische Leukämie [CML], BCR/ABL-positiv",2186,2185,2031,1716
"C923","Myelosarkom",2186,2185,2031,1716
"C928","Akute myeloische Leukämie mit multilineärer Dysplasie",2186,2185,2031,1716
"C931","Chronische myelomonozytäre Leukämie",2186,2185,2031,1716
"C942","Akute Megakaryoblastenleukämie",2186,2185,2031,1716
"C944","Akute Panmyelose mit Myelofibrose",2186,2185,2031,1716
"C950","Akute Leukämie nicht näher bezeichneten Zelltyps",2186,2185,2031,1716
"C960","Multifokale und multisystemische (disseminierte) Langerhans-Zell-Histiozytose [Abt-Letterer-Siwe-Krankheit]",2186,2185,2031,1716
"C965","Multifokale und unisystemische Langerhans-Zell-Histiozytose",2186,2185,2031,1716
"C966","Unifokale Langerhans-Zell-Histiozytose",2186,2185,2031,1716
"C969","Bösartige Neubildung des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet",2186,2185,2031,1716
"D002","Carcinoma in situ: Magen",2186,2185,2031,1716
"D012","Carcinoma in situ: Rektum",2186,2185,2031,1716
"D014","Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes",2186,2185,2031,1716
"D020","Carcinoma in situ: Larynx",2186,2185,2031,1716
"D022","Carcinoma in situ: Bronchus und Lunge",2186,2185,2031,1716
"D023","Carcinoma in situ: Sonstige Teile des Atmungssystems",2186,2185,2031,1716
"D031","Melanoma in situ des Augenlides, einschließlich Kanthus",2186,2185,2031,1716
"D032","Melanoma in situ des Ohres und des äußeren Gehörganges",2186,2185,2031,1716
"D033","Melanoma in situ sonstiger und nicht näher bezeichneter Teile des Gesichtes",2186,2185,2031,1716
"D036","Melanoma in situ der oberen Extremität, einschließlich Schulter",2186,2185,2031,1716
"D037","Melanoma in situ der unteren Extremität, einschließlich Hüfte",2186,2185,2031,1716
"D038","Melanoma in situ an sonstigen Lokalisationen",2186,2185,2031,1716
"D042","Carcinoma in situ: Haut des Ohres und des äußeren Gehörganges",2186,2185,2031,1716
"D044","Carcinoma in situ: Behaarte Kopfhaut und Haut des Halses",2186,2185,2031,1716
"D045","Carcinoma in situ: Haut des Rumpfes",2186,2185,2031,1716
"D046","Carcinoma in situ: Haut der oberen Extremität, einschließlich Schulter",2186,2185,2031,1716
"D050","Lobuläres Carcinoma in situ der Brustdrüse",2186,2185,2031,1716
"D057","Sonstiges Carcinoma in situ der Brustdrüse",2186,2185,2031,1716
"D060","Carcinoma in situ: Endozervix",2186,2185,2031,1716
"D061","Carcinoma in situ: Ektozervix",2186,2185,2031,1716
"D067","Carcinoma in situ: Sonstige Teile der Cervix uteri",2186,2185,2031,1716
"D071","Carcinoma in situ: Vulva",2186,2185,2031,1716
"D074","Carcinoma in situ: Penis",2186,2185,2031,1716
"D075","Carcinoma in situ: Prostata",2186,2185,2031,1716
"D076","Carcinoma in situ: Sonstige und nicht näher bezeichnete männliche Genitalorgane",2186,2185,2031,1716
"D090","Carcinoma in situ: Harnblase",2186,2185,2031,1716
"D103","Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Mundes",2186,2185,2031,1716
"D104","Gutartige Neubildung: Tonsille",2186,2185,2031,1716
"D105","Gutartige Neubildung: Sonstige Teile des Oropharynx",2186,2185,2031,1716
"D106","Gutartige Neubildung: Nasopharynx",2186,2185,2031,1716
"D109","Gutartige Neubildung: Pharynx, nicht näher bezeichnet",2186,2185,2031,1716
"D117","Gutartige Neubildung: Sonstige große Speicheldrüsen",2186,2185,2031,1716
"D121","Gutartige Neubildung: Appendix vermiformis",2186,2185,2031,1716
"D123","Gutartige Neubildung: Colon transversum",2186,2185,2031,1716
"D124","Gutartige Neubildung: Colon descendens",2186,2185,2031,1716
"D128","Gutartige Neubildung: Rektum",2186,2185,2031,1716
"D129","Gutartige Neubildung: Analkanal und Anus",2186,2185,2031,1716
"D130","Gutartige Neubildung: Ösophagus",2186,2185,2031,1716
"D131","Gutartige Neubildung: Magen",2186,2185,2031,1716
"D132","Gutartige Neubildung: Duodenum",2186,2185,2031,1716
"D134","Gutartige Neubildung: Leber",2186,2185,2031,1716
"D136","Gutartige Neubildung: Pankreas",2186,2185,2031,1716
"D141","Gutartige Neubildung: Larynx",2186,2185,2031,1716
"D150","Gutartige Neubildung: Thymus",2186,2185,2031,1716
"D152","Gutartige Neubildung: Mediastinum",2186,2185,2031,1716
"D160","Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität",2186,2185,2031,1716
"D162","Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität",2186,2185,2031,1716
"D163","Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität",2186,2185,2031,1716
"D165","Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen",2186,2185,2031,1716
"D167","Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula",2186,2185,2031,1716
"D169","Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet",2186,2185,2031,1716
"D170","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses",2186,2185,2031,1716
"D174","Gutartige Neubildung des Fettgewebes der intrathorakalen Organe",2186,2185,2031,1716
"D175","Gutartige Neubildung des Fettgewebes der intraabdominalen Organe",2186,2185,2031,1716
"D176","Gutartige Neubildung des Fettgewebes des Samenstrangs",2186,2185,2031,1716
"D177","Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen",2186,2185,2031,1716
"D180","Hämangiom",2186,2185,2031,1716
"D200","Gutartige Neubildung: Retroperitoneum",2186,2185,2031,1716
"D211","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter",2186,2185,2031,1716
"D212","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte",2186,2185,2031,1716
"D213","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Thorax",2186,2185,2031,1716
"D214","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Abdomens",2186,2185,2031,1716
"D215","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Beckens",2186,2185,2031,1716
"D219","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet",2186,2185,2031,1716
"D225","Melanozytennävus des Rumpfes",2186,2185,2031,1716
"D227","Melanozytennävus der unteren Extremität, einschließlich Hüfte",2186,2185,2031,1716
"D231","Sonstige gutartige Neubildungen: Haut des Augenlides, einschließlich Kanthus",2186,2185,2031,1716
"D232","Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges",2186,2185,2031,1716
"D233","Sonstige gutartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes",2186,2185,2031,1716
"D235","Sonstige gutartige Neubildungen: Haut des Rumpfes",2186,2185,2031,1716
"D236","Sonstige gutartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter",2186,2185,2031,1716
"D239","Sonstige gutartige Neubildungen: Haut, nicht näher bezeichnet",2186,2185,2031,1716
"D250","Submuköses Leiomyom des Uterus",2186,2185,2031,1716
"D260","Sonstige gutartige Neubildungen: Cervix uteri",2186,2185,2031,1716
"D261","Sonstige gutartige Neubildungen: Corpus uteri",2186,2185,2031,1716
"D280","Gutartige Neubildung: Vulva",2186,2185,2031,1716
"D281","Gutartige Neubildung: Vagina",2186,2185,2031,1716
"D290","Gutartige Neubildung: Penis",2186,2185,2031,1716
"D291","Gutartige Neubildung: Prostata",2186,2185,2031,1716
"D292","Gutartige Neubildung: Hoden",2186,2185,2031,1716
"D302","Gutartige Neubildung: Ureter",2186,2185,2031,1716
"D310","Gutartige Neubildung: Konjunktiva",2186,2185,2031,1716
"D329","Gutartige Neubildung: Meningen, nicht näher bezeichnet",2186,2185,2031,1716
"D330","Gutartige Neubildung: Gehirn, supratentoriell",2186,2185,2031,1716
"D331","Gutartige Neubildung: Gehirn, infratentoriell",2186,2185,2031,1716
"D34","Gutartige Neubildung der Schilddrüse",2186,2185,2031,1716
"D351","Gutartige Neubildung: Nebenschilddrüse",2186,2185,2031,1716
"D353","Gutartige Neubildung: Ductus craniopharyngealis",2186,2185,2031,1716
"D360","Gutartige Neubildung: Lymphknoten",2186,2185,2031,1716
"D361","Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem",2186,2185,2031,1716
"D367","Gutartige Neubildung: Sonstige näher bezeichnete Lokalisationen",2186,2185,2031,1716
"D369","Gutartige Neubildung an nicht näher bezeichneter Lokalisation",2186,2185,2031,1716
"D372","Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm",2186,2185,2031,1716
"D373","Neubildung unsicheren oder unbekannten Verhaltens: Appendix vermiformis",2186,2185,2031,1716
"D374","Neubildung unsicheren oder unbekannten Verhaltens: Kolon",2186,2185,2031,1716
"D375","Neubildung unsicheren oder unbekannten Verhaltens: Rektum",2186,2185,2031,1716
"D382","Neubildung unsicheren oder unbekannten Verhaltens: Pleura",2186,2185,2031,1716
"D383","Neubildung unsicheren oder unbekannten Verhaltens: Mediastinum",2186,2185,2031,1716
"D384","Neubildung unsicheren oder unbekannten Verhaltens: Thymus",2186,2185,2031,1716
"D385","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane",2186,2185,2031,1716
"D386","Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet",2186,2185,2031,1716
"D390","Neubildung unsicheren oder unbekannten Verhaltens: Uterus",2186,2185,2031,1716
"D397","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige weibliche Genitalorgane",2186,2185,2031,1716
"D399","Neubildung unsicheren oder unbekannten Verhaltens: Weibliches Genitalorgan, nicht näher bezeichnet",2186,2185,2031,1716
"D401","Neubildung unsicheren oder unbekannten Verhaltens: Hoden",2186,2185,2031,1716
"D407","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane",2186,2185,2031,1716
"D411","Neubildung unsicheren oder unbekannten Verhaltens: Nierenbecken",2186,2185,2031,1716
"D412","Neubildung unsicheren oder unbekannten Verhaltens: Ureter",2186,2185,2031,1716
"D419","Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet",2186,2185,2031,1716
"D420","Neubildung unsicheren oder unbekannten Verhaltens: Hirnhäute",2186,2185,2031,1716
"D430","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell",2186,2185,2031,1716
"D431","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell",2186,2185,2031,1716
"D439","Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet",2186,2185,2031,1716
"D443","Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse",2186,2185,2031,1716
"D444","Neubildung unsicheren oder unbekannten Verhaltens: Ductus craniopharyngealis",2186,2185,2031,1716
"D449","Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet",2186,2185,2031,1716
"D45","Polycythaemia vera",2186,2185,2031,1716
"D460","Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet",2186,2185,2031,1716
"D462","Refraktäre Anämie mit Blastenüberschuss [RAEB]",2186,2185,2031,1716
"D464","Refraktäre Anämie, nicht näher bezeichnet",2186,2185,2031,1716
"D466","Myelodysplastisches Syndrom mit isolierter del(5q)-Chromosomenanomalie",2186,2185,2031,1716
"D467","Sonstige myelodysplastische Syndrome",2186,2185,2031,1716
"D470","Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens",2186,2185,2031,1716
"D472","Monoklonale Gammopathie unbestimmter Signifikanz [MGUS]",2186,2185,2031,1716
"D473","Essentielle (hämorrhagische) Thrombozythämie",2186,2185,2031,1716
"D475","Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom]",2186,2185,2031,1716
"D479","Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet",2186,2185,2031,1716
"D482","Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem",2186,2185,2031,1716
"D483","Neubildung unsicheren oder unbekannten Verhaltens: Retroperitoneum",2186,2185,2031,1716
"D484","Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum",2186,2185,2031,1716
"D489","Neubildung unsicheren oder unbekannten Verhaltens, nicht näher bezeichnet",2186,2185,2031,1716
"D501","Sideropenische Dysphagie",2186,2185,2031,1716
"D511","Vitamin-B12-Mangelanämie durch selektive Vitamin-B12-Malabsorption mit Proteinurie",2186,2185,2031,1716
"D518","Sonstige Vitamin-B12-Mangelanämien",2186,2185,2031,1716
"D519","Vitamin-B12-Mangelanämie, nicht näher bezeichnet",2186,2185,2031,1716
"D520","Alimentäre Folsäure-Mangelanämie",2186,2185,2031,1716
"D528","Sonstige Folsäure-Mangelanämien",2186,2185,2031,1716
"D538","Sonstige näher bezeichnete alimentäre Anämien",2186,2185,2031,1716
"D539","Alimentäre Anämie, nicht näher bezeichnet",2186,2185,2031,1716
"D558","Sonstige Anämien durch Enzymdefekte",2186,2185,2031,1716
"D570","Sichelzellenanämie mit Krisen",2186,2185,2031,1716
"D589","Hereditäre hämolytische Anämie, nicht näher bezeichnet",2186,2185,2031,1716
"D590","Arzneimittelinduzierte autoimmunhämolytische Anämie",2186,2185,2031,1716
"D592","Arzneimittelinduzierte nicht-autoimmunhämolytische Anämie",2186,2185,2031,1716
"D594","Sonstige nicht-autoimmunhämolytische Anämien",2186,2185,2031,1716
"D595","Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]",2186,2185,2031,1716
"D598","Sonstige erworbene hämolytische Anämien",2186,2185,2031,1716
"D599","Erworbene hämolytische Anämie, nicht näher bezeichnet",2186,2185,2031,1716
"D611","Arzneimittelinduzierte aplastische Anämie",2186,2185,2031,1716
"D612","Aplastische Anämie infolge sonstiger äußerer Ursachen",2186,2185,2031,1716
"D619","Aplastische Anämie, nicht näher bezeichnet",2186,2185,2031,1716
"D651","Disseminierte intravasale Gerinnung [DIG, DIC]",2186,2185,2031,1716
"D66","Hereditärer Faktor-VIII-Mangel",2186,2185,2031,1716
"D682","Hereditärer Mangel an sonstigen Gerinnungsfaktoren",2186,2185,2031,1716
"D686","Sonstige Thrombophilien",2186,2185,2031,1716
"D688","Sonstige näher bezeichnete Koagulopathien",2186,2185,2031,1716
"D689","Koagulopathie, nicht näher bezeichnet",2186,2185,2031,1716
"D692","Sonstige nichtthrombozytopenische Purpura",2186,2185,2031,1716
"D693","Idiopathische thrombozytopenische Purpura",2186,2185,2031,1716
"D694","Sonstige primäre Thrombozytopenie",2186,2185,2031,1716
"D696","Thrombozytopenie, nicht näher bezeichnet",2186,2185,2031,1716
"D703","Sonstige Agranulozytose",2186,2185,2031,1716
"D707","Neutropenie, nicht näher bezeichnet",2186,2185,2031,1716
"D721","Eosinophilie",2186,2185,2031,1716
"D728","Sonstige näher bezeichnete Krankheiten der Leukozyten",2186,2185,2031,1716
"D731","Hypersplenismus",2186,2185,2031,1716
"D733","Abszess der Milz",2186,2185,2031,1716
"D734","Zyste der Milz",2186,2185,2031,1716
"D751","Sekundäre Polyglobulie [Polyzythämie]",2186,2185,2031,1716
"D758","Sonstige näher bezeichnete Krankheiten des Blutes und der blutbildenden Organe",2186,2185,2031,1716
"D759","Krankheit des Blutes und der blutbildenden Organe, nicht näher bezeichnet",2186,2185,2031,1716
"D763","Sonstige Histiozytose-Syndrome",2186,2185,2031,1716
"D801","Nichtfamiliäre Hypogammaglobulinämie",2186,2185,2031,1716
"D803","Selektiver Mangel an Immunglobulin-G-Subklassen [IgG-Subklassen]",2186,2185,2031,1716
"D808","Sonstige Immundefekte mit vorherrschendem Antikörpermangel",2186,2185,2031,1716
"D831","Variabler Immundefekt mit überwiegenden immunregulatorischen T-Zell-Störungen",2186,2185,2031,1716
"D841","Defekte im Komplementsystem",2186,2185,2031,1716
"D849","Immundefekt, nicht näher bezeichnet",2186,2185,2031,1716
"D861","Sarkoidose der Lymphknoten",2186,2185,2031,1716
"D863","Sarkoidose der Haut",2186,2185,2031,1716
"D869","Sarkoidose, nicht näher bezeichnet",2186,2185,2031,1716
"D891","Kryoglobulinämie",2186,2185,2031,1716
"E011","Jodmangelbedingte mehrknotige Struma (endemisch)",2186,2185,2031,1716
"E031","Angeborene Hypothyreose ohne Struma",2186,2185,2031,1716
"E033","Postinfektiöse Hypothyreose",2186,2185,2031,1716
"E035","Myxödemkoma",2186,2185,2031,1716
"E038","Sonstige näher bezeichnete Hypothyreose",2186,2185,2031,1716
"E040","Nichttoxische diffuse Struma",2186,2185,2031,1716
"E048","Sonstige näher bezeichnete nichttoxische Struma",2186,2185,2031,1716
