"ICD","Description","ICA","LGPS","RF","Lasso"
"E033","Postinfektiöse Hypothyreose",1561.5,1581.5,2548,3388.5
"E035","Myxödemkoma",1561.5,1581.5,2286,3388.5
"E118","Diabetes mellitus, Typ 2: Mit nicht näher bezeichneten Komplikationen",1561.5,1581.5,2459,1958.5
"E145","Nicht näher bezeichneter Diabetes mellitus: Mit peripheren vaskulären Komplikationen",1561.5,1581.5,1546,1878.5
"E230","Hypopituitarismus",1561.5,1581.5,2757,1338
"E41","Alimentärer Marasmus",1561.5,1581.5,1469,2733.5
"E530","Riboflavinmangel",1561.5,1581.5,2939,3089.5
"E569","Vitaminmangel, nicht näher bezeichnet",1561.5,1581.5,2429,2184
"E612","Magnesiummangel",1561.5,1581.5,2834,2896
"E678","Sonstige näher bezeichnete Überernährung",1561.5,1581.5,2627,2896
"E731","Sekundärer Laktasemangel",1561.5,1581.5,1599,1937
"E738","Sonstige Laktoseintoleranz",1561.5,1581.5,1489,2526
"E802","Sonstige Porphyrie",1561.5,1581.5,2996,3205.5
"E840","Zystische Fibrose mit Lungenmanifestationen",1561.5,1581.5,2716,1338
"E849","Zystische Fibrose, nicht näher bezeichnet",1561.5,1581.5,2394,1338
"E880","Störungen des Plasmaprotein-Stoffwechsels, anderenorts nicht klassifiziert",1561.5,1581.5,2537,3089.5
"F079","Nicht näher bezeichnete organische Persönlichkeits- und Verhaltensstörung aufgrund einer Krankheit, Schädigung oder Funktionsstörung des Gehirns",1561.5,1581.5,2467,2589.5
"F105","Psychische und Verhaltensstörungen durch Alkohol: Psychotische Störung",1561.5,1581.5,2301,2733.5
"F108","Psychische und Verhaltensstörungen durch Alkohol: Sonstige psychische und Verhaltensstörungen",1561.5,1581.5,1482,1338
"F141","Psychische und Verhaltensstörungen durch Kokain: Schädlicher Gebrauch",1561.5,1581.5,2588,2733.5
"F195","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Psychotische Störung",1561.5,1581.5,2311,1338
"F199","Psychische und Verhaltensstörungen durch multiplen Substanzgebrauch und Konsum anderer psychotroper Substanzen: Nicht näher bezeichnete psychische und Verhaltensstörung",1561.5,1581.5,2558,2810.5
"F229","Anhaltende wahnhafte Störung, nicht näher bezeichnet",1561.5,1581.5,2395,1703
"F232","Akute schizophreniforme psychotische Störung",1561.5,1581.5,2670,3388.5
"F28","Sonstige nichtorganische psychotische Störungen",1561.5,1581.5,2779,3205.5
"F308","Sonstige manische Episoden",1561.5,1581.5,1338,2589.5
"F338","Sonstige rezidivierende depressive Störungen",1561.5,1581.5,2349,2029
"F421","Vorwiegend Zwangshandlungen [Zwangsrituale]",1561.5,1581.5,2527,3089.5
"F422","Zwangsgedanken und -handlungen, gemischt",1561.5,1581.5,2411,2990
"F439","Reaktion auf schwere Belastung, nicht näher bezeichnet",1561.5,1581.5,1624,2057.5
"F445","Dissoziative Krampfanfälle",1561.5,1581.5,2738,1338
"F446","Dissoziative Sensibilitäts- und Empfindungsstörungen",1561.5,1581.5,2860,2348.5
"F447","Dissoziative Störungen [Konversionsstörungen], gemischt",1561.5,1581.5,1562,2148
"F448","Sonstige dissoziative Störungen [Konversionsstörungen]",1561.5,1581.5,2510,2408.5
"F449","Dissoziative Störung [Konversionsstörung], nicht näher bezeichnet",1561.5,1581.5,1677,1338
"F509","Essstörung, nicht näher bezeichnet",1561.5,1581.5,1158,2896
"F605","Anankastische [zwanghafte] Persönlichkeitsstörung",1561.5,1581.5,1660,2348.5
"F620","Andauernde Persönlichkeitsänderung nach Extrembelastung",1561.5,1581.5,2377,1338
"F633","Trichotillomanie",1561.5,1581.5,2681,1754
"F680","Entwicklung körperlicher Symptome aus psychischen Gründen",1561.5,1581.5,1366,2990
"F700","Leichte Intelligenzminderung: Keine oder geringfügige Verhaltensstörung",1561.5,1581.5,2861,3089.5
"F709","Leichte Intelligenzminderung: Ohne Angabe einer Verhaltensstörung",1561.5,1581.5,2713,1338
"F799","Nicht näher bezeichnete Intelligenzminderung: Ohne Angabe einer Verhaltensstörung",1561.5,1581.5,2664,1338
"F911","Störung des Sozialverhaltens bei fehlenden sozialen Bindungen",1561.5,1581.5,2659,2733.5
"F938","Sonstige emotionale Störungen des Kindesalters",1561.5,1581.5,1622,2896
"G001","Pneumokokkenmeningitis",1561.5,1581.5,1194,1848
"G008","Sonstige bakterielle Meningitis",1561.5,1581.5,2273,1830.5
"G030","Nichteitrige Meningitis",1561.5,1581.5,1528,2466
"G040","Akute disseminierte Enzephalitis",1561.5,1581.5,2262,1878.5
"G114","Hereditäre spastische Paraplegie",1561.5,1581.5,2624,2256.5
"G248","Sonstige Dystonie",1561.5,1581.5,1700,2990
"G259","Extrapyramidale Krankheit oder Bewegungsstörung, nicht näher bezeichnet",1561.5,1581.5,2649,3205.5
"G319","Degenerative Krankheit des Nervensystems, nicht näher bezeichnet",1561.5,1581.5,1604,2733.5
"G360","Neuromyelitis optica [Devic-Krankheit]",1561.5,1581.5,2571,1338
"G373","Myelitis transversa acuta bei demyelinisierender Krankheit des Zentralnervensystems",1561.5,1581.5,1702,1338
"G378","Sonstige näher bezeichnete demyelinisierende Krankheiten des Zentralnervensystems",1561.5,1581.5,2739,3205.5
"G407","Petit-mal-Anfälle, nicht näher bezeichnet, ohne Grand-mal-Anfälle",1561.5,1581.5,3054,1878.5
"G479","Schlafstörung, nicht näher bezeichnet",1561.5,1581.5,2358,1338
"G544","Läsionen der Lumbosakralwurzeln, anderenorts nicht klassifiziert",1561.5,1581.5,2344,2088.5
"G548","Sonstige Krankheiten von Nervenwurzeln und Nervenplexus",1561.5,1581.5,2318,2256.5
"G549","Krankheit von Nervenwurzeln und Nervenplexus, nicht näher bezeichnet",1561.5,1581.5,2445,2217.5
"G568","Sonstige Mononeuropathien der oberen Extremität",1561.5,1581.5,2715,2810.5
"G574","Läsion des N. tibialis",1561.5,1581.5,2247,2466
"G588","Sonstige näher bezeichnete Mononeuropathien",1561.5,1581.5,2888,3466.5
"G589","Mononeuropathie, nicht näher bezeichnet",1561.5,1581.5,1708,1734
"G611","Serumpolyneuropathie",1561.5,1581.5,2763,2659.5
"G619","Polyneuritis, nicht näher bezeichnet",1561.5,1581.5,1395,1812.5
"G708","Sonstige näher bezeichnete neuromuskuläre Krankheiten",1561.5,1581.5,1666,1668.5
"G833","Monoparese und Monoplegie, nicht näher bezeichnet",1561.5,1581.5,1408,2810.5
"G939","Krankheit des Gehirns, nicht näher bezeichnet",1561.5,1581.5,2484,3533.5
"H048","Sonstige Affektionen des Tränenapparates",1561.5,1581.5,2693,2297
"H178","Sonstige Hornhautnarben und -trübungen",1561.5,1581.5,2831,3205.5
"H179","Hornhautnarbe und -trübung, nicht näher bezeichnet",1561.5,1581.5,1537,1338
"H182","Sonstiges Hornhautödem",1561.5,1581.5,2268,3089.5
"H188","Sonstige näher bezeichnete Affektionen der Hornhaut",1561.5,1581.5,2626,2057.5
"H201","Chronische Iridozyklitis",1561.5,1581.5,2368,2896
"H210","Hyphäma",1561.5,1581.5,2630,3388.5
"H218","Sonstige näher bezeichnete Affektionen der Iris und des Ziliarkörpers",1561.5,1581.5,2965,2810.5
"H261","Cataracta traumatica",1561.5,1581.5,3111,3205.5
"H349","Netzhautgefäßverschluss, nicht näher bezeichnet",1561.5,1581.5,2912,3205.5
"H352","Sonstige proliferative Retinopathie",1561.5,1581.5,2625,2733.5
"H357","Abhebung von Netzhautschichten",1561.5,1581.5,2396,2057.5
"H445","Degenerationszustände des Augapfels",1561.5,1581.5,2401,3089.5
"H471","Stauungspapille, nicht näher bezeichnet",1561.5,1581.5,1271,2217.5
"H522","Astigmatismus",1561.5,1581.5,1675,2256.5
"H540","Blindheit und hochgradige Sehbehinderung, binokular",1561.5,1581.5,2384,1917
"H544","Blindheit und hochgradige Sehbehinderung, monokular",1561.5,1581.5,1123,1703
"H578","Sonstige näher bezeichnete Affektionen des Auges und der Augenanhangsgebilde",1561.5,1581.5,2745,3466.5
"H605","Akute Otitis externa, nichtinfektiös",1561.5,1581.5,1618,2348.5
"H662","Chronische epitympanale Otitis media",1561.5,1581.5,2574,1338
"H669","Otitis media, nicht näher bezeichnet",1561.5,1581.5,3206,3205.5
"H902","Hörverlust durch Schallleitungsstörung, nicht näher bezeichnet",1561.5,1581.5,2237,2117
"H904","Einseitiger Hörverlust durch Schallempfindungsstörung bei nicht eingeschränktem Hörvermögen der anderen Seite",1561.5,1581.5,2511,2896
"H905","Hörverlust durch Schallempfindungsstörung, nicht näher bezeichnet",1561.5,1581.5,2938,3089.5
"I010","Akute rheumatische Perikarditis",1561.5,1581.5,3257,3205.5
"I059","Mitralklappenkrankheit, nicht näher bezeichnet",1561.5,1581.5,2449,1958.5
"I062","Rheumatische Aortenklappenstenose mit Insuffizienz",1561.5,1581.5,3242,3205.5
"I158","Sonstige sekundäre Hypertonie",1561.5,1581.5,2572,2589.5
"I159","Sekundäre Hypertonie, nicht näher bezeichnet",1561.5,1581.5,2269,2990
"I220","Rezidivierender Myokardinfarkt der Vorderwand",1561.5,1581.5,2284,2526
"I230","Hämoperikard als akute Komplikation nach akutem Myokardinfarkt",1561.5,1581.5,1319,2733.5
"I233","Ruptur der Herzwand ohne Hämoperikard als akute Komplikation nach akutem Myokardinfarkt",1561.5,1581.5,1359,3205.5
"I288","Sonstige näher bezeichnete Krankheiten der Lungengefäße",1561.5,1581.5,3219,2990
"I401","Isolierte Myokarditis",1561.5,1581.5,2769,3310.5
"I424","Endokardfibroelastose",1561.5,1581.5,1545,2589.5
"I459","Kardiale Erregungsleitungsstörung, nicht näher bezeichnet",1561.5,1581.5,2413,1917
"I510","Herzseptumdefekt, erworben",1561.5,1581.5,1523,2990
"I511","Ruptur der Chordae tendineae, anderenorts nicht klassifiziert",1561.5,1581.5,1372,2217.5
"I515","Myokarddegeneration",1561.5,1581.5,2634,2348.5
"I662","Verschluss und Stenose der A. cerebri posterior",1561.5,1581.5,1555,1787
"I663","Verschluss und Stenose der Aa. cerebelli",1561.5,1581.5,1430,2348.5
"I672","Zerebrale Atherosklerose",1561.5,1581.5,2363,1338
"I709","Generalisierte und nicht näher bezeichnete Atherosklerose",1561.5,1581.5,1629,2659.5
"I719","Aortenaneurysma nicht näher bezeichneter Lokalisation, ohne Angabe einer Ruptur",1561.5,1581.5,2433,3310.5
"I738","Sonstige näher bezeichnete periphere Gefäßkrankheiten",1561.5,1581.5,2709,3310.5
"I778","Sonstige näher bezeichnete Krankheiten der Arterien und Arteriolen",1561.5,1581.5,3090,3089.5
"I823","Embolie und Thrombose der Nierenvene",1561.5,1581.5,2794,3205.5
"I862","Beckenvarizen",1561.5,1581.5,2343,3089.5
"I864","Magenvarizen",1561.5,1581.5,1620,2896
"I878","Sonstige näher bezeichnete Venenkrankheiten",1561.5,1581.5,2611,3089.5
"I880","Unspezifische mesenteriale Lymphadenitis",1561.5,1581.5,2906,3089.5
"I881","Chronische Lymphadenitis, ausgenommen mesenterial",1561.5,1581.5,2460,2526
"J011","Akute Sinusitis frontalis",1561.5,1581.5,1473,2526
"J013","Akute Sinusitis sphenoidalis",1561.5,1581.5,1576,2733.5
"J014","Akute Pansinusitis",1561.5,1581.5,3194,3205.5
"J030","Streptokokken-Tonsillitis",1561.5,1581.5,2613,2990
"J038","Akute Tonsillitis durch sonstige näher bezeichnete Erreger",1561.5,1581.5,1657,1917
"J051","Akute Epiglottitis",1561.5,1581.5,3350,3205.5
"J108","Grippe mit sonstigen Manifestationen, sonstige Influenzaviren nachgewiesen",1561.5,1581.5,3027,2990
"J110","Grippe mit Pneumonie, Viren nicht nachgewiesen",1561.5,1581.5,2497,1937
"J200","Akute Bronchitis durch Mycoplasma pneumoniae",1561.5,1581.5,2747,1734
"J202","Akute Bronchitis durch Streptokokken",1561.5,1581.5,3039,3089.5
"J219","Akute Bronchiolitis, nicht näher bezeichnet",1561.5,1581.5,1262,1682
"J301","Allergische Rhinopathie durch Pollen",1561.5,1581.5,2243,1747
"J304","Allergische Rhinopathie, nicht näher bezeichnet",1561.5,1581.5,2594,3089.5
"J321","Chronische Sinusitis frontalis",1561.5,1581.5,2561,2348.5
"J323","Chronische Sinusitis sphenoidalis",1561.5,1581.5,2388,2990
"J353","Hyperplasie der Gaumenmandeln mit Hyperplasie der Rachenmandel",1561.5,1581.5,2562,3466.5
"J386","Kehlkopfstenose",1561.5,1581.5,2307,3089.5
"J672","Vogelzüchterlunge",1561.5,1581.5,2604,3089.5
"J678","Allergische Alveolitis durch organische Stäube",1561.5,1581.5,1367,1338
"J682","Entzündung der oberen Atemwege durch chemische Substanzen, Gase, Rauch und Dämpfe, anderenorts nicht klassifiziert",1561.5,1581.5,2505,2348.5
"J850","Gangrän und Nekrose der Lunge",1561.5,1581.5,2759,1338
"J853","Abszess des Mediastinums",1561.5,1581.5,3266,3089.5
"J953","Chronische pulmonale Insuffizienz nach Operation",1561.5,1581.5,2491,3310.5
"K011","Impaktierte Zähne",1561.5,1581.5,2581,3089.5
"K022","Karies des Zements",1561.5,1581.5,2788,3089.5
"K029","Zahnkaries, nicht näher bezeichnet",1561.5,1581.5,2701,2896
"K047","Periapikaler Abszess ohne Fistel",1561.5,1581.5,2806,3089.5
"K071","Anomalien des Kiefer-Schädelbasis-Verhältnisses",1561.5,1581.5,2457,3205.5
"K073","Zahnstellungsanomalien",1561.5,1581.5,1630,1338
"K082","Atrophie des zahnlosen Alveolarkammes",1561.5,1581.5,2340,2408.5
"K111","Speicheldrüsenhypertrophie",1561.5,1581.5,1356,2029
"K143","Hypertrophie der Zungenpapillen",1561.5,1581.5,1520,2466
"K229","Krankheit des Ösophagus, nicht näher bezeichnet",1561.5,1581.5,2325,3205.5
"K280","Ulcus pepticum jejuni: Akut, mit Blutung",1561.5,1581.5,1542,2733.5
"K289","Ulcus pepticum jejuni: Weder als akut noch als chronisch bezeichnet, ohne Blutung oder Perforation",1561.5,1581.5,1588,2659.5
"K319","Krankheit des Magens und des Duodenums, nicht näher bezeichnet",1561.5,1581.5,2245,1776
"K410","Doppelseitige Hernia femoralis mit Einklemmung, ohne Gangrän",1561.5,1581.5,1512,2990
"K414","Hernia femoralis, einseitig oder ohne Seitenangabe, mit Gangrän",1561.5,1581.5,2314,1958.5
"K520","Gastroenteritis und Kolitis durch Strahleneinwirkung",1561.5,1581.5,2320,2117
"K563","Gallensteinileus",1561.5,1581.5,2998,3310.5
"K599","Funktionelle Darmstörung, nicht näher bezeichnet",1561.5,1581.5,2615,2733.5
"K614","Intrasphinktärer Abszess",1561.5,1581.5,1516,2733.5
"K639","Darmkrankheit, nicht näher bezeichnet",1561.5,1581.5,1337,2896
"L001","Staphylococcal scalded skin syndrome [SSS-Syndrom]: Befall von 30 % der Körperoberfläche und mehr",1561.5,1581.5,2448,3388.5
"L039","Phlegmone, nicht näher bezeichnet",1561.5,1581.5,2972,3089.5
"L041","Akute Lymphadenitis am Rumpf",1561.5,1581.5,2357,2659.5
"L102","Pemphigus foliaceus",1561.5,1581.5,2264,2117
"L138","Sonstige näher bezeichnete bullöse Dermatosen",1561.5,1581.5,2746,2466
"L230","Allergische Kontaktdermatitis durch Metalle",1561.5,1581.5,1235,1958.5
"L238","Allergische Kontaktdermatitis durch sonstige Agenzien",1561.5,1581.5,1411,2810.5
"L278","Dermatitis durch sonstige oral, enteral oder parenteral aufgenommene Substanzen",1561.5,1581.5,2813,2990
"L301","Dyshidrosis [Pompholyx]",1561.5,1581.5,2864,3205.5
"L408","Sonstige Psoriasis",1561.5,1581.5,2702,3466.5
"L438","Sonstiger Lichen ruber planus",1561.5,1581.5,2995,2990
"L511","Bullöses Erythema exsudativum multiforme",1561.5,1581.5,2736,3205.5
"L519","Erythema exsudativum multiforme, nicht näher bezeichnet",1561.5,1581.5,2416,1958.5
"L560","Phototoxische Reaktion auf Arzneimittel",1561.5,1581.5,1609,1338
"L578","Sonstige Hautveränderungen durch chronische Exposition gegenüber nichtionisierender Strahlung",1561.5,1581.5,2566,2117
"L748","Sonstige Krankheiten der ekkrinen Schweißdrüsen",1561.5,1581.5,2292,1878.5
"L900","Lichen sclerosus et atrophicus",1561.5,1581.5,1571,2029
"L904","Akrodermatitis chronica atrophicans",1561.5,1581.5,1613,1958.5
"L928","Sonstige granulomatöse Krankheiten der Haut und der Unterhaut",1561.5,1581.5,2355,2348.5
"M029","Reaktive Arthritis, nicht näher bezeichnet",1561.5,1581.5,1697,1338
"M063","Rheumaknoten",1561.5,1581.5,2871,3466.5
"M088","Sonstige juvenile Arthritis",1561.5,1581.5,2298,3310.5
"M103","Gicht durch Nierenfunktionsstörung",1561.5,1581.5,2812,1958.5
"M118","Sonstige näher bezeichnete Kristall-Arthropathien",1561.5,1581.5,2805,2990
"M172","Posttraumatische Gonarthrose, beidseitig",1561.5,1581.5,2295,1878.5
"M180","Primäre Rhizarthrose, beidseitig",1561.5,1581.5,1674,1812.5
"M400","Kyphose als Haltungsstörung",1561.5,1581.5,2731,3388.5
"M403","Flachrücken",1561.5,1581.5,2373,3205.5
"M404","Sonstige Lordose",1561.5,1581.5,2650,2466
"M414","Neuromyopathische Skoliose",1561.5,1581.5,2837,3205.5
"M465","Sonstige infektiöse Spondylopathien",1561.5,1581.5,2450,2810.5
"M470","Arteria-spinalis-anterior-Kompressionssyndrom und Arteria-vertebralis-Kompressionssyndrom",1561.5,1581.5,3406,3205.5
"M489","Spondylopathie, nicht näher bezeichnet",1561.5,1581.5,1681,1338
"M652","Tendinitis calcarea",1561.5,1581.5,3020,2810.5
"M660","Ruptur einer Poplitealzyste",1561.5,1581.5,1172,2990
"M665","Spontanruptur von nicht näher bezeichneten Sehnen",1561.5,1581.5,3156,2408.5
"M670","Achillessehnenverkürzung (erworben)",1561.5,1581.5,2424,3205.5
"M707","Sonstige Bursitis im Bereich der Hüfte",1561.5,1581.5,1236,2297
"M722","Fibromatose der Plantarfaszie [Ledderhose-Kontraktur]",1561.5,1581.5,3348,3310.5
"M729","Fibromatose, nicht näher bezeichnet",1561.5,1581.5,2238,1338
"M758","Sonstige Schulterläsionen",1561.5,1581.5,1265,3310.5
"M794","Hypertrophie des Corpus adiposum (infrapatellare) [Hoffa-Kastert-Syndrom]",1561.5,1581.5,1636,3089.5
"M848","Sonstige Veränderungen der Knochenkontinuität",1561.5,1581.5,2434,2589.5
"M858","Sonstige näher bezeichnete Veränderungen der Knochendichte und -struktur",1561.5,1581.5,2272,1878.5
"M865","Sonstige chronische hämatogene Osteomyelitis",1561.5,1581.5,2322,2896
"M899","Knochenkrankheit, nicht näher bezeichnet",1561.5,1581.5,2351,2990
"M928","Sonstige näher bezeichnete juvenile Osteochondrose",1561.5,1581.5,3334,3205.5
"M938","Sonstige näher bezeichnete Osteochondropathien",1561.5,1581.5,3084,3310.5
"M940","Tietze-Syndrom",1561.5,1581.5,2248,2408.5
"M992","Subluxationsstenose des Spinalkanals",1561.5,1581.5,1607,2589.5
"M993","Knöcherne Stenose des Spinalkanals",1561.5,1581.5,2274,1860
"M995","Stenose des Spinalkanals durch Bandscheiben",1561.5,1581.5,2599,2589.5
"N041","Nephrotisches Syndrom: Fokale und segmentale glomeruläre Läsionen",1561.5,1581.5,2356,3205.5
"N043","Nephrotisches Syndrom: Diffuse mesangioproliferative Glomerulonephritis",1561.5,1581.5,2673,3089.5
"N048","Nephrotisches Syndrom: Sonstige morphologische Veränderungen",1561.5,1581.5,2902,3310.5
"N050","Nicht näher bezeichnetes nephritisches Syndrom: Minimale glomeruläre Läsion",1561.5,1581.5,2578,1878.5
"N059","Nicht näher bezeichnetes nephritisches Syndrom: Art der morphologischen Veränderung nicht näher bezeichnet",1561.5,1581.5,2370,2990
"N111","Chronische obstruktive Pyelonephritis",1561.5,1581.5,2612,3089.5
"N119","Chronische tubulointerstitielle Nephritis, nicht näher bezeichnet",1561.5,1581.5,2679,2810.5
"N134","Hydroureter",1561.5,1581.5,2865,1917
"N259","Krankheit infolge Schädigung der tubulären Nierenfunktion, nicht näher bezeichnet",1561.5,1581.5,2825,2466
"N311","Neurogene Reflexblase, anderenorts nicht klassifiziert",1561.5,1581.5,2569,1338
"N391","Persistierende Proteinurie, nicht näher bezeichnet",1561.5,1581.5,2541,3205.5
"N412","Prostataabszess",1561.5,1581.5,1486,2733.5
"N420","Prostatastein",1561.5,1581.5,2317,2896
"N481","Balanoposthitis",1561.5,1581.5,2321,1848
"N500","Hodenatrophie",1561.5,1581.5,1505,1878.5
"N602","Fibroadenose der Mamma",1561.5,1581.5,2674,3205.5
"N603","Fibrosklerose der Mamma",1561.5,1581.5,1212,1937
"N608","Sonstige gutartige Mammadysplasien",1561.5,1581.5,1497,1984
