"ICD","Description","ICA","LGPS","RF","Lasso"
"D002","Carcinoma in situ: Magen",2139.5,2129,1980.5,1730.5
"D010","Carcinoma in situ: Kolon",2139.5,2129,1980.5,1730.5
"D014","Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes",2139.5,2129,1980.5,1730.5
"D020","Carcinoma in situ: Larynx",2139.5,2129,1980.5,1730.5
"D022","Carcinoma in situ: Bronchus und Lunge",2139.5,2129,1980.5,1730.5
"D023","Carcinoma in situ: Sonstige Teile des Atmungssystems",2139.5,2129,1980.5,1730.5
"D031","Melanoma in situ des Augenlides, einschließlich Kanthus",2139.5,2129,1980.5,1730.5
"D032","Melanoma in situ des Ohres und des äußeren Gehörganges",2139.5,2129,1980.5,1730.5
"D033","Melanoma in situ sonstiger und nicht näher bezeichneter Teile des Gesichtes",2139.5,2129,1980.5,1730.5
"D036","Melanoma in situ der oberen Extremität, einschließlich Schulter",2139.5,2129,1980.5,1730.5
"D038","Melanoma in situ an sonstigen Lokalisationen",2139.5,2129,1980.5,1730.5
"D042","Carcinoma in situ: Haut des Ohres und des äußeren Gehörganges",2139.5,2129,1980.5,1730.5
"D043","Carcinoma in situ: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes",2139.5,2129,1980.5,1730.5
"D044","Carcinoma in situ: Behaarte Kopfhaut und Haut des Halses",2139.5,2129,1980.5,1730.5
"D045","Carcinoma in situ: Haut des Rumpfes",2139.5,2129,1980.5,1730.5
"D046","Carcinoma in situ: Haut der oberen Extremität, einschließlich Schulter",2139.5,2129,1980.5,1730.5
"D047","Carcinoma in situ: Haut der unteren Extremität, einschließlich Hüfte",2139.5,2129,1980.5,1730.5
"D049","Carcinoma in situ: Haut, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D050","Lobuläres Carcinoma in situ der Brustdrüse",2139.5,2129,1980.5,1730.5
"D051","Carcinoma in situ der Milchgänge",2139.5,2129,1980.5,1730.5
"D057","Sonstiges Carcinoma in situ der Brustdrüse",2139.5,2129,1980.5,1730.5
"D060","Carcinoma in situ: Endozervix",2139.5,2129,1980.5,1730.5
"D061","Carcinoma in situ: Ektozervix",2139.5,2129,1980.5,1730.5
"D067","Carcinoma in situ: Sonstige Teile der Cervix uteri",2139.5,2129,1980.5,1730.5
"D071","Carcinoma in situ: Vulva",2139.5,2129,1980.5,1730.5
"D074","Carcinoma in situ: Penis",2139.5,2129,1980.5,1730.5
"D075","Carcinoma in situ: Prostata",2139.5,2129,1980.5,1730.5
"D101","Gutartige Neubildung: Zunge",2139.5,2129,1980.5,1730.5
"D103","Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Mundes",2139.5,2129,1980.5,1730.5
"D104","Gutartige Neubildung: Tonsille",2139.5,2129,1980.5,1730.5
"D105","Gutartige Neubildung: Sonstige Teile des Oropharynx",2139.5,2129,1980.5,1730.5
"D106","Gutartige Neubildung: Nasopharynx",2139.5,2129,1980.5,1730.5
"D107","Gutartige Neubildung: Hypopharynx",2139.5,2129,1980.5,1730.5
"D109","Gutartige Neubildung: Pharynx, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D110","Gutartige Neubildung: Parotis",2139.5,2129,1980.5,1730.5
"D117","Gutartige Neubildung: Sonstige große Speicheldrüsen",2139.5,2129,1980.5,1730.5
"D121","Gutartige Neubildung: Appendix vermiformis",2139.5,2129,1980.5,1730.5
"D122","Gutartige Neubildung: Colon ascendens",2139.5,2129,1980.5,1730.5
"D127","Gutartige Neubildung: Rektosigmoid, Übergang",2139.5,2129,1980.5,1730.5
"D129","Gutartige Neubildung: Analkanal und Anus",2139.5,2129,1980.5,1730.5
"D131","Gutartige Neubildung: Magen",2139.5,2129,1980.5,1730.5
"D132","Gutartige Neubildung: Duodenum",2139.5,2129,1980.5,1730.5
"D133","Gutartige Neubildung: Sonstige und nicht näher bezeichnete Teile des Dünndarmes",2139.5,2129,1980.5,1730.5
"D134","Gutartige Neubildung: Leber",2139.5,2129,1980.5,1730.5
"D141","Gutartige Neubildung: Larynx",2139.5,2129,1980.5,1730.5
"D142","Gutartige Neubildung: Trachea",2139.5,2129,1980.5,1730.5
"D143","Gutartige Neubildung: Bronchus und Lunge",2139.5,2129,1980.5,1730.5
"D151","Gutartige Neubildung: Herz",2139.5,2129,1980.5,1730.5
"D152","Gutartige Neubildung: Mediastinum",2139.5,2129,1980.5,1730.5
"D160","Gutartige Neubildung des Knochens und des Gelenkknorpels: Skapula und lange Knochen der oberen Extremität",2139.5,2129,1980.5,1730.5
"D161","Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der oberen Extremität",2139.5,2129,1980.5,1730.5
"D162","Gutartige Neubildung des Knochens und des Gelenkknorpels: Lange Knochen der unteren Extremität",2139.5,2129,1980.5,1730.5
"D163","Gutartige Neubildung des Knochens und des Gelenkknorpels: Kurze Knochen der unteren Extremität",2139.5,2129,1980.5,1730.5
"D164","Gutartige Neubildung des Knochens und des Gelenkknorpels: Knochen des Hirn- und Gesichtsschädels",2139.5,2129,1980.5,1730.5
"D165","Gutartige Neubildung des Knochens und des Gelenkknorpels: Unterkieferknochen",2139.5,2129,1980.5,1730.5
"D167","Gutartige Neubildung des Knochens und des Gelenkknorpels: Rippen, Sternum und Klavikula",2139.5,2129,1980.5,1730.5
"D169","Gutartige Neubildung: Knochen und Gelenkknorpel, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D170","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Kopfes, des Gesichtes und des Halses",2139.5,2129,1980.5,1730.5
"D171","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut des Rumpfes",2139.5,2129,1980.5,1730.5
"D172","Gutartige Neubildung des Fettgewebes der Haut und der Unterhaut der Extremitäten",2139.5,2129,1980.5,1730.5
"D174","Gutartige Neubildung des Fettgewebes der intrathorakalen Organe",2139.5,2129,1980.5,1730.5
"D175","Gutartige Neubildung des Fettgewebes der intraabdominalen Organe",2139.5,2129,1980.5,1730.5
"D176","Gutartige Neubildung des Fettgewebes des Samenstrangs",2139.5,2129,1980.5,1730.5
"D177","Gutartige Neubildung des Fettgewebes an sonstigen Lokalisationen",2139.5,2129,1980.5,1730.5
"D179","Gutartige Neubildung des Fettgewebes, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D180","Hämangiom",2139.5,2129,1980.5,1730.5
"D200","Gutartige Neubildung: Retroperitoneum",2139.5,2129,1980.5,1730.5
"D210","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Kopfes, des Gesichtes und des Halses",2139.5,2129,1980.5,1730.5
"D211","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der oberen Extremität, einschließlich Schulter",2139.5,2129,1980.5,1730.5
"D212","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe der unteren Extremität, einschließlich Hüfte",2139.5,2129,1980.5,1730.5
"D213","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Thorax",2139.5,2129,1980.5,1730.5
"D215","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe des Beckens",2139.5,2129,1980.5,1730.5
"D219","Sonstige gutartige Neubildungen: Bindegewebe und andere Weichteilgewebe, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D225","Melanozytennävus des Rumpfes",2139.5,2129,1980.5,1730.5
"D227","Melanozytennävus der unteren Extremität, einschließlich Hüfte",2139.5,2129,1980.5,1730.5
"D232","Sonstige gutartige Neubildungen: Haut des Ohres und des äußeren Gehörganges",2139.5,2129,1980.5,1730.5
"D233","Sonstige gutartige Neubildungen: Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes",2139.5,2129,1980.5,1730.5
"D235","Sonstige gutartige Neubildungen: Haut des Rumpfes",2139.5,2129,1980.5,1730.5
"D236","Sonstige gutartige Neubildungen: Haut der oberen Extremität, einschließlich Schulter",2139.5,2129,1980.5,1730.5
"D237","Sonstige gutartige Neubildungen: Haut der unteren Extremität, einschließlich Hüfte",2139.5,2129,1980.5,1730.5
"D239","Sonstige gutartige Neubildungen: Haut, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D250","Submuköses Leiomyom des Uterus",2139.5,2129,1980.5,1730.5
"D252","Subseröses Leiomyom des Uterus",2139.5,2129,1980.5,1730.5
"D260","Sonstige gutartige Neubildungen: Cervix uteri",2139.5,2129,1980.5,1730.5
"D261","Sonstige gutartige Neubildungen: Corpus uteri",2139.5,2129,1980.5,1730.5
"D280","Gutartige Neubildung: Vulva",2139.5,2129,1980.5,1730.5
"D281","Gutartige Neubildung: Vagina",2139.5,2129,1980.5,1730.5
"D290","Gutartige Neubildung: Penis",2139.5,2129,1980.5,1730.5
"D292","Gutartige Neubildung: Hoden",2139.5,2129,1980.5,1730.5
"D300","Gutartige Neubildung: Niere",2139.5,2129,1980.5,1730.5
"D301","Gutartige Neubildung: Nierenbecken",2139.5,2129,1980.5,1730.5
"D302","Gutartige Neubildung: Ureter",2139.5,2129,1980.5,1730.5
"D303","Gutartige Neubildung: Harnblase",2139.5,2129,1980.5,1730.5
"D304","Gutartige Neubildung: Urethra",2139.5,2129,1980.5,1730.5
"D310","Gutartige Neubildung: Konjunktiva",2139.5,2129,1980.5,1730.5
"D321","Gutartige Neubildung: Rückenmarkhäute",2139.5,2129,1980.5,1730.5
"D329","Gutartige Neubildung: Meningen, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D330","Gutartige Neubildung: Gehirn, supratentoriell",2139.5,2129,1980.5,1730.5
"D331","Gutartige Neubildung: Gehirn, infratentoriell",2139.5,2129,1980.5,1730.5
"D333","Gutartige Neubildung: Hirnnerven",2139.5,2129,1980.5,1730.5
"D350","Gutartige Neubildung: Nebenniere",2139.5,2129,1980.5,1730.5
"D351","Gutartige Neubildung: Nebenschilddrüse",2139.5,2129,1980.5,1730.5
"D353","Gutartige Neubildung: Ductus craniopharyngealis",2139.5,2129,1980.5,1730.5
"D360","Gutartige Neubildung: Lymphknoten",2139.5,2129,1980.5,1730.5
"D361","Gutartige Neubildung: Periphere Nerven und autonomes Nervensystem",2139.5,2129,1980.5,1730.5
"D367","Gutartige Neubildung: Sonstige näher bezeichnete Lokalisationen",2139.5,2129,1980.5,1730.5
"D369","Gutartige Neubildung an nicht näher bezeichneter Lokalisation",2139.5,2129,1980.5,1730.5
"D371","Neubildung unsicheren oder unbekannten Verhaltens: Magen",2139.5,2129,1980.5,1730.5
"D372","Neubildung unsicheren oder unbekannten Verhaltens: Dünndarm",2139.5,2129,1980.5,1730.5
"D374","Neubildung unsicheren oder unbekannten Verhaltens: Kolon",2139.5,2129,1980.5,1730.5
"D375","Neubildung unsicheren oder unbekannten Verhaltens: Rektum",2139.5,2129,1980.5,1730.5
"D382","Neubildung unsicheren oder unbekannten Verhaltens: Pleura",2139.5,2129,1980.5,1730.5
"D384","Neubildung unsicheren oder unbekannten Verhaltens: Thymus",2139.5,2129,1980.5,1730.5
"D385","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige Atmungsorgane",2139.5,2129,1980.5,1730.5
"D386","Neubildung unsicheren oder unbekannten Verhaltens: Atmungsorgan, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D390","Neubildung unsicheren oder unbekannten Verhaltens: Uterus",2139.5,2129,1980.5,1730.5
"D400","Neubildung unsicheren oder unbekannten Verhaltens: Prostata",2139.5,2129,1980.5,1730.5
"D401","Neubildung unsicheren oder unbekannten Verhaltens: Hoden",2139.5,2129,1980.5,1730.5
"D407","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige männliche Genitalorgane",2139.5,2129,1980.5,1730.5
"D410","Neubildung unsicheren oder unbekannten Verhaltens: Niere",2139.5,2129,1980.5,1730.5
"D413","Neubildung unsicheren oder unbekannten Verhaltens: Urethra",2139.5,2129,1980.5,1730.5
"D419","Neubildung unsicheren oder unbekannten Verhaltens: Harnorgan, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D420","Neubildung unsicheren oder unbekannten Verhaltens: Hirnhäute",2139.5,2129,1980.5,1730.5
"D430","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, supratentoriell",2139.5,2129,1980.5,1730.5
"D431","Neubildung unsicheren oder unbekannten Verhaltens: Gehirn, infratentoriell",2139.5,2129,1980.5,1730.5
"D433","Neubildung unsicheren oder unbekannten Verhaltens: Hirnnerven",2139.5,2129,1980.5,1730.5
"D434","Neubildung unsicheren oder unbekannten Verhaltens: Rückenmark",2139.5,2129,1980.5,1730.5
"D439","Neubildung unsicheren oder unbekannten Verhaltens: Zentralnervensystem, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D441","Neubildung unsicheren oder unbekannten Verhaltens: Nebenniere",2139.5,2129,1980.5,1730.5
"D443","Neubildung unsicheren oder unbekannten Verhaltens: Hypophyse",2139.5,2129,1980.5,1730.5
"D444","Neubildung unsicheren oder unbekannten Verhaltens: Ductus craniopharyngealis",2139.5,2129,1980.5,1730.5
"D449","Neubildung unsicheren oder unbekannten Verhaltens: Endokrine Drüse, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D460","Refraktäre Anämie ohne Ringsideroblasten, so bezeichnet",2139.5,2129,1980.5,1730.5
"D461","Refraktäre Anämie mit Ringsideroblasten",2139.5,2129,1980.5,1730.5
"D462","Refraktäre Anämie mit Blastenüberschuss [RAEB]",2139.5,2129,1980.5,1730.5
"D464","Refraktäre Anämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D465","Refraktäre Anämie mit Mehrlinien-Dysplasie",2139.5,2129,1980.5,1730.5
"D466","Myelodysplastisches Syndrom mit isolierter del(5q)-Chromosomenanomalie",2139.5,2129,1980.5,1730.5
"D470","Histiozyten- und Mastzelltumor unsicheren oder unbekannten Verhaltens",2139.5,2129,1980.5,1730.5
"D471","Chronische myeloproliferative Krankheit",2139.5,2129,1980.5,1730.5
"D473","Essentielle (hämorrhagische) Thrombozythämie",2139.5,2129,1980.5,1730.5
"D474","Osteomyelofibrose",2139.5,2129,1980.5,1730.5
"D475","Chronische Eosinophilen-Leukämie [Hypereosinophiles Syndrom]",2139.5,2129,1980.5,1730.5
"D477","Sonstige näher bezeichnete Neubildungen unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes",2139.5,2129,1980.5,1730.5
"D479","Neubildung unsicheren oder unbekannten Verhaltens des lymphatischen, blutbildenden und verwandten Gewebes, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D480","Neubildung unsicheren oder unbekannten Verhaltens: Knochen und Gelenkknorpel",2139.5,2129,1980.5,1730.5
"D482","Neubildung unsicheren oder unbekannten Verhaltens: Periphere Nerven und autonomes Nervensystem",2139.5,2129,1980.5,1730.5
"D483","Neubildung unsicheren oder unbekannten Verhaltens: Retroperitoneum",2139.5,2129,1980.5,1730.5
"D484","Neubildung unsicheren oder unbekannten Verhaltens: Peritoneum",2139.5,2129,1980.5,1730.5
"D486","Neubildung unsicheren oder unbekannten Verhaltens: Brustdrüse [Mamma]",2139.5,2129,1980.5,1730.5
"D487","Neubildung unsicheren oder unbekannten Verhaltens: Sonstige näher bezeichnete Lokalisationen",2139.5,2129,1980.5,1730.5
"D489","Neubildung unsicheren oder unbekannten Verhaltens, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D501","Sideropenische Dysphagie",2139.5,2129,1980.5,1730.5
"D510","Vitamin-B12-Mangelanämie durch Mangel an Intrinsic-Faktor",2139.5,2129,1980.5,1730.5
"D511","Vitamin-B12-Mangelanämie durch selektive Vitamin-B12-Malabsorption mit Proteinurie",2139.5,2129,1980.5,1730.5
"D513","Sonstige alimentäre Vitamin-B12-Mangelanämie",2139.5,2129,1980.5,1730.5
"D518","Sonstige Vitamin-B12-Mangelanämien",2139.5,2129,1980.5,1730.5
"D520","Alimentäre Folsäure-Mangelanämie",2139.5,2129,1980.5,1730.5
"D528","Sonstige Folsäure-Mangelanämien",2139.5,2129,1980.5,1730.5
"D529","Folsäure-Mangelanämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D531","Sonstige megaloblastäre Anämien, anderenorts nicht klassifiziert",2139.5,2129,1980.5,1730.5
"D539","Alimentäre Anämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D558","Sonstige Anämien durch Enzymdefekte",2139.5,2129,1980.5,1730.5
"D570","Sichelzellenanämie mit Krisen",2139.5,2129,1980.5,1730.5
"D589","Hereditäre hämolytische Anämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D590","Arzneimittelinduzierte autoimmunhämolytische Anämie",2139.5,2129,1980.5,1730.5
"D591","Sonstige autoimmunhämolytische Anämien",2139.5,2129,1980.5,1730.5
"D592","Arzneimittelinduzierte nicht-autoimmunhämolytische Anämie",2139.5,2129,1980.5,1730.5
"D594","Sonstige nicht-autoimmunhämolytische Anämien",2139.5,2129,1980.5,1730.5
"D595","Paroxysmale nächtliche Hämoglobinurie [Marchiafava-Micheli]",2139.5,2129,1980.5,1730.5
"D598","Sonstige erworbene hämolytische Anämien",2139.5,2129,1980.5,1730.5
"D599","Erworbene hämolytische Anämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D612","Aplastische Anämie infolge sonstiger äußerer Ursachen",2139.5,2129,1980.5,1730.5
"D618","Sonstige näher bezeichnete aplastische Anämien",2139.5,2129,1980.5,1730.5
"D619","Aplastische Anämie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D651","Disseminierte intravasale Gerinnung [DIG, DIC]",2139.5,2129,1980.5,1730.5
"D66","Hereditärer Faktor-VIII-Mangel",2139.5,2129,1980.5,1730.5
"D682","Hereditärer Mangel an sonstigen Gerinnungsfaktoren",2139.5,2129,1980.5,1730.5
"D685","Primäre Thrombophilie",2139.5,2129,1980.5,1730.5
"D686","Sonstige Thrombophilien",2139.5,2129,1980.5,1730.5
"D688","Sonstige näher bezeichnete Koagulopathien",2139.5,2129,1980.5,1730.5
"D689","Koagulopathie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D692","Sonstige nichtthrombozytopenische Purpura",2139.5,2129,1980.5,1730.5
"D693","Idiopathische thrombozytopenische Purpura",2139.5,2129,1980.5,1730.5
"D694","Sonstige primäre Thrombozytopenie",2139.5,2129,1980.5,1730.5
"D696","Thrombozytopenie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D703","Sonstige Agranulozytose",2139.5,2129,1980.5,1730.5
"D707","Neutropenie, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D721","Eosinophilie",2139.5,2129,1980.5,1730.5
"D731","Hypersplenismus",2139.5,2129,1980.5,1730.5
"D733","Abszess der Milz",2139.5,2129,1980.5,1730.5
"D734","Zyste der Milz",2139.5,2129,1980.5,1730.5
"D738","Sonstige Krankheiten der Milz",2139.5,2129,1980.5,1730.5
"D751","Sekundäre Polyglobulie [Polyzythämie]",2139.5,2129,1980.5,1730.5
"D758","Sonstige näher bezeichnete Krankheiten des Blutes und der blutbildenden Organe",2139.5,2129,1980.5,1730.5
"D759","Krankheit des Blutes und der blutbildenden Organe, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D763","Sonstige Histiozytose-Syndrome",2139.5,2129,1980.5,1730.5
"D801","Nichtfamiliäre Hypogammaglobulinämie",2139.5,2129,1980.5,1730.5
"D803","Selektiver Mangel an Immunglobulin-G-Subklassen [IgG-Subklassen]",2139.5,2129,1980.5,1730.5
"D808","Sonstige Immundefekte mit vorherrschendem Antikörpermangel",2139.5,2129,1980.5,1730.5
"D831","Variabler Immundefekt mit überwiegenden immunregulatorischen T-Zell-Störungen",2139.5,2129,1980.5,1730.5
"D841","Defekte im Komplementsystem",2139.5,2129,1980.5,1730.5
"D849","Immundefekt, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D861","Sarkoidose der Lymphknoten",2139.5,2129,1980.5,1730.5
"D863","Sarkoidose der Haut",2139.5,2129,1980.5,1730.5
"D868","Sarkoidose an sonstigen und kombinierten Lokalisationen",2139.5,2129,1980.5,1730.5
"D869","Sarkoidose, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"D891","Kryoglobulinämie",2139.5,2129,1980.5,1730.5
"D90","Immunkompromittierung nach Bestrahlung, Chemotherapie und sonstigen immunsuppressiven Maßnahmen",2139.5,2129,1980.5,1730.5
"E011","Jodmangelbedingte mehrknotige Struma (endemisch)",2139.5,2129,1980.5,1730.5
"E031","Angeborene Hypothyreose ohne Struma",2139.5,2129,1980.5,1730.5
"E033","Postinfektiöse Hypothyreose",2139.5,2129,1980.5,1730.5
"E035","Myxödemkoma",2139.5,2129,1980.5,1730.5
"E040","Nichttoxische diffuse Struma",2139.5,2129,1980.5,1730.5
"E048","Sonstige näher bezeichnete nichttoxische Struma",2139.5,2129,1980.5,1730.5
"E049","Nichttoxische Struma, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"E051","Hyperthyreose mit toxischem solitärem Schilddrüsenknoten",2139.5,2129,1980.5,1730.5
"E054","Hyperthyreosis factitia",2139.5,2129,1980.5,1730.5
"E059","Hyperthyreose, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"E078","Sonstige näher bezeichnete Krankheiten der Schilddrüse",2139.5,2129,1980.5,1730.5
"E079","Krankheit der Schilddrüse, nicht näher bezeichnet",2139.5,2129,1980.5,1730.5
"E100","Diabetes mellitus, Typ 1: Mit Koma",2139.5,2129,1980.5,1730.5
"E101","Diabetes mellitus, Typ 1: Mit Ketoazidose",2139.5,2129,1980.5,1730.5
"E104","Diabetes mellitus, Typ 1: Mit neurologischen Komplikationen",2139.5,2129,1980.5,1730.5
"E105","Diabetes mellitus, Typ 1: Mit peripheren vaskulären Komplikationen",2139.5,2129,1980.5,1730.5
"E106","Diabetes mellitus, Typ 1: Mit sonstigen näher bezeichneten Komplikationen",2139.5,2129,1980.5,1730.5
"E108","Diabetes mellitus, Typ 1: Mit nicht näher bezeichneten Komplikationen",2139.5,2129,1980.5,1730.5
"E109","Diabetes mellitus, Typ 1: Ohne Komplikationen",2139.5,2129,1980.5,1730.5
